offset,value
2684,33122695
2688,3911494195
2692,2164851422
2696,4258779975
2700,53049575
2704,1563234494
2708,3893483035
2712,14311874
2716,1949130223
2720,880736784
2724,279974300
2728,1459039414
2732,2391625105
2736,2552968589
2740,3822881172
2744,2166991264
2748,745659073
2752,2319645223
2756,3189767057
2760,4086996213
2764,3054011720
2768,2339487274
2772,2166807081
2776,3536770459
2780,3769946614
2784,3478183817
2788,1369258743
2792,593031345
2796,3848486842
2800,1558824771
2804,1375601294
2808,4170934043
2812,621951262
2816,1189525970
2820,1979944428
2824,3641594232
2828,3262096852
2832,2462087798
2836,3506743972
2840,1267888952
2844,933710568
2848,2917877998
2852,475814342
2856,3669649304
2860,4086955484
2864,2221791219
2868,2619289220
2872,252357864
2876,2329346175
2880,4027039245
2884,2876852839
2888,3009126761
2892,3732412596
2896,2478698143
2900,2035912598
2904,915282765
2908,2166340802
2912,3491280612
2916,173989740
2920,1901375661
2924,633225060
2928,391565435
2932,2275515968
2936,764922923
2940,3429210889
2944,1220128433
2948,3340798134
2952,601463616
2956,2826782918
2960,4170018460
2964,619818855
2968,4066851534
2972,2374298122
2976,3469009242
2980,454523796
2984,4137565072
2988,410789645
2992,713384018
2996,2393122785
3000,162611903
3004,1632932224
3008,4060899399
3012,78752132
3016,1337423039
3020,3060985642
3024,851992039
3028,1545028880
3032,3756651255
3036,1183642672
3040,3716801809
3044,730795328
3048,353799166
3052,744300973
3056,2035032696
3060,332060775
3064,671596473
3068,1432918301
3072,3501779445
3076,1483901296
3080,3360662796
3084,3636166571
3088,3970639405
3092,4230616622
3096,689789671
3100,4043883592
3104,1749994244
3108,1264838437
3112,594308011
3116,2314625230
3120,3309891208
3124,1775947571
3128,3883332734
3132,267068402
3136,2600137694
3140,3117788915
3144,3248575761
3148,1135068694
3152,2560239183
3156,3308976123
3160,1523127794
3164,3692840418
3168,4219398126
3172,399349881
3176,504459103
3180,2378789734
3184,1047037893
3188,422440265
3192,3423836583
3196,4207686116
3200,2951392515
3204,3049192540
3208,214916259
3212,2022436442
3216,2970462012
3220,1622609704
3224,4245486658
3228,1106785555
3232,3445749427
3236,547086018
3240,1523862524
3244,1611198710
3248,3635833570
3252,1101763924
3256,613263570
3260,3549046440
3264,2494747075
3268,1175659252
3272,2982900998
3276,1207072684
3280,2872024059
3284,2820847838
3288,1410387444
3292,3120829007
3296,1677814997
3300,3034791214
3304,1335383475
3308,577549402
3312,1773085850
3316,1477498401
3320,835580953
3324,2120117901
3328,634092324
3332,2311475622
3336,391949793
3340,3519927592
3344,4181730990
3348,922963728
3352,3460612639
3356,1459603392
3360,1075975123
3364,2015980415
3368,752122036
3372,836436938
3376,2985750073
3380,1831152716
3384,1369333620
3388,3299816487
3392,3002850250
3396,2670098706
3400,3770813763
3404,4183406297
3408,350080480
3412,1175987216
3416,2719971636
3420,2227981947
3424,744600725
3428,1543921027
3432,3699415454
3436,4165209262
3440,3929044941
3444,819281864
3448,458188286
3452,1633458479
3456,32961304
3460,659936355
3464,868087202
3468,1481381769
3472,3326332521
3476,2105725231
3480,1462264558
3484,3235438766
3488,2668796220
3492,696287312
3496,1247248666
3500,907356082
3504,3758331455
3508,2866557098
3512,1559258747
3516,1671249185
3520,3883228978
3524,3373110791
3528,2162671022
3532,2872654300
3536,3451189985
3540,3282119610
3544,3577892466
3548,3121702184
3552,2136800308
3556,277698077
3560,3013193816
3564,2717568456
3568,32310726
3572,4006968796
3576,2475812423
3580,2703750140
3584,1263020774
3588,2953700304
3592,790678205
3596,2208794498
3600,1026980157
3604,2942558277
3608,3886317753
3612,2283530794
3616,1334898582
3620,4060077960
3624,3635047716
3628,4123506908
3632,775791703
3636,978486815
3640,8938243
3644,2647169501
3648,1456253359
3652,1681058383
3656,1615731638
3660,4075200632
3664,340719255
3668,2823690557
3672,23652142
3676,598243257
3680,1089157850
3684,1455986822
3688,1948004405
3692,4215159715
3696,3371893284
3700,1351397185
3704,2043705236
3708,2853392179
3712,2385520501
3716,1889133126
3720,1660637280
3724,1745706616
3728,4123872157
3732,3128913244
3736,3042972290
3740,2243690525
3744,689481053
3748,1942683082
3752,3203341283
3756,1337112349
3760,3524051236
3764,3156496910
3768,3613467913
3772,1817202139
3776,3850927893
3780,2867169906
3784,3507844771
3788,991259779
3792,2321663647
3796,1694832268
3800,441738187
3804,3701024981
3808,523406153
3812,1362367467
3816,2496291554
3820,1504240482
3824,647536310
3828,1208166135
3832,1593260744
3836,2043204140
3840,4247417098
3844,587785058
3848,311960235
3852,2098515909
3856,1300452458
3860,1422533363
3864,4213542903
3868,3339142669
3872,3522527144
3876,362046082
3880,2168624641
3884,2564549550
3888,816848501
3892,1476918322
3896,3745306568
3900,211535264
3904,4024572101
3908,3609514571
3912,2490375253
3916,186624473
3920,3795606124
3924,2829880442
3928,2511265016
3932,3714550220
3936,2579885977
3940,162181370
3944,1374224330
3948,2056119405
3952,2834535125
3956,2229008527
3960,2118997996
3964,320907423
3968,3670006601
3972,1618495283
3976,3149563551
3980,2342664152
3984,2161731233
3988,414994343
3992,155609499
3996,327459321
4000,1232649694
4004,235496214
4008,2007762120
4012,1400761020
4016,941738572
4020,2885105797
4024,2126974264
4028,2313513860
4032,417141018
4036,790885797
4040,2653305043
4044,863340526
4048,3699993968
4052,3715310474
4056,3207800859
4060,3084242690
4064,2237200284
4068,1076429906
4072,3824014298
4076,1581248140
4080,2919222969
4084,2833753080
4088,3129441176
4092,4183866689
4096,3084472720
4100,598820405
4104,3585430194
4108,2641830771
4112,2344071414
4116,3012072073
4120,3326689388
4124,680355325
4128,2580508027
4132,3102547006
4136,994422824
4140,4263566991
4144,2372021153
4148,3618158708
4152,3765187693
4156,1177992910
4160,2386993344
4164,27947967
4168,3981770643
4172,2594452768
4176,811461934
4180,3942321587
4184,268824168
4188,3292003812
4192,3210794464
4196,51106016
4200,3382641034
4204,2364207061
4208,2865145949
4212,1005587123
4216,2741273088
4220,537537962
4224,1376551298
4228,2459111358
4232,2713287788
4236,3361191014
4240,1729162233
4244,922986296
4248,2736805798
4252,1782780267
4256,4209666162
4260,3511470434
4264,1944578847
4268,3176353267
4272,3708068728
4276,2705002592
4280,942290285
4284,2881593659
4288,888339882
4292,4110937326
4296,292208865
4300,4060410579
4304,3175561740
4308,3099081546
4312,1658252508
4316,976998885
4320,3819118106
4324,2201022157
4328,422575025
4332,3142574282
4336,3019304133
4340,572830255
4344,1399352044
4348,1118893484
4352,3268873511
4356,2516755982
4360,419159852
4364,1403908847
4368,3802063112
4372,2161537589
4376,464045899
4380,907454673
4384,2554160694
4388,464070813
4392,129411017
4396,2292612160
4400,983667549
4404,2221742689
4408,337168839
4412,4218982792
4416,3852425198
4420,4007110669
4424,597408731
4428,3987815692
4432,1785095680
4436,3879583968
4440,2293275874
4444,3674599772
4448,3358376229
4452,3402533520
4456,510692149
4460,2681004144
4464,3020680269
4468,696859837
4472,2531522628
4476,1040804032
4480,1561407530
4484,2485527409
4488,2445234172
4492,1873515651
4496,4266500418
4500,3183681301
4504,2952327385
4508,1914151964
4512,1284826434
4516,3955161021
4520,3375504248
4524,1643605851
4528,4134078646
4532,3997069997
4536,1145162535
4540,1159350067
4544,192591939
4548,4013145071
4552,2037991322
4556,3426155226
4560,498601855
4564,3121014082
4568,3864394737
4572,3975291772
4576,3626232245
4580,865820465
4584,638043700
4588,161856007
4592,2168327132
4596,2934753138
4600,1907148368
4604,2805019051
4608,4098200399
4612,3647344057
4616,84429114
4620,3092107615
4624,3699110469
4628,3031017935
4632,829766698
4636,47301711
4640,3352795097
4644,4187163683
4648,4274913295
4652,3936878336
4656,4007186914
4660,3811494536
4664,2489900637
4668,1271118380
4672,3081037215
4676,2785252398
4680,1970402171
4684,443176915
4688,2016211935
4692,570895286
4696,322636595
4700,1449443163
4704,1430615571
4708,987051579
4712,2787878309
4716,4027361517
4720,1706609753
4724,1233082208
4728,2585887060
4732,356632368
4736,2411912384
4740,3542995715
4744,3690297036
4748,4098110781
4752,1203910375
4756,691659122
4760,3895144796
4764,3881596620
4768,3706237446
4772,1486527249
4776,2800517393
4780,2068437792
4784,208781321
4788,1871817398
4792,2550091288
4796,635793829
4800,3778238848
4804,124835145
4808,186829372
4812,4006637785
4816,663654924
4820,1522938246
4824,1986689013
4828,3685108039
4832,1141421295
4836,964932884
4840,3746623445
4844,2733337884
4848,3318326145
4852,65881685
4856,259324542
4860,2722809594
4864,388563647
4868,3889934005
4872,124309123
4876,4236053331
4880,2777323937
4884,3398462942
4888,2029259141
4892,4048248300
4896,615106121
4900,4088891496
4904,3338057272
4908,2560179392
4912,2565110102
4916,817660349
4920,1710284688
4924,1963380330
4928,2648667663
4932,3211287079
4936,1741384034
4940,583060821
4944,237305318
4948,1687782801
4952,1281398608
4956,2277407587
4960,3948718222
4964,364664911
4968,1419095289
4972,48715110
4976,3945381357
4980,91440235
4984,3412093160
4988,1890352294
4992,2298976412
4996,642886275
5000,4055911868
5004,1257683625
5008,1739965062
5012,1104098053
5016,3830961570
5020,3405546216
5024,3965678867
5028,2347332660
5032,3830593243
5036,3048699039
5040,1819661952
5044,407841402
5048,3780202620
5052,1057262855
5056,1422047943
5060,105375880
5064,936800580
5068,1410758905
5072,2773813557
5076,4174384368
5080,1950748560
5084,1907444346
5088,898216685
5092,2392733746
5096,3965553388
5100,2838859352
5104,721720587
5108,2176771805
5112,3051018746
5116,3282398782
5120,210577134
5124,3864385118
5128,2388801898
5132,1935389172
5136,4027454133
5140,2683258033
5144,55701919
5148,2634765099
5152,391750528
5156,41259927
5160,165371293
5164,615242341
5168,1407559410
5172,406751197
5176,2349054941
5180,1884549233
5184,3476840395
5188,1534500443
5192,3451976121
5196,1292557960
5200,3659177961
5204,3159218579
5208,2183526575
5212,489110380
5216,3344542361
5220,170141794
5224,2246695472
5228,3176526464
5232,3182461574
5236,2887367565
5240,2620181827
5244,2018078355
5248,3556404267
5252,1161323732
5256,537092525
5260,1885108117
5264,3813672826
5268,2115789105
5272,4030378964
5276,2508295200
5280,1112503420
5284,982641991
5288,1674195525
5292,2382311254
5296,460990582
5300,825487359
5304,1892620560
5308,601425065
5312,3549593042
5316,451985485
5320,38595645
5324,1257787698
5328,3022521433
5332,254631157
5336,711757740
5340,4028170532
5344,115442270
5348,3488207754
5352,2829676528
5356,1240356280
5360,3854645772
5364,4105674685
5368,355832045
5372,2559130969
5376,4094595377
5380,1502494372
5384,803776116
5388,4138392459
5392,2399556831
5396,328691156
5400,3981823838
5404,466065512
5408,3627410926
5412,2006171542
5416,402017544
5420,822871592
5424,3410133540
5428,1241777869
5432,1885668966
5436,2964198710
5440,2762978496
5444,2651571746
5448,3692602860
5452,1672395396
5456,1682347327
5460,1007948193
5464,3614428591
5468,1451860649
5472,1136207494
5476,1055192950
5480,3458004271
5484,2711759394
5488,1390985858
5492,674283439
5496,3121008024
5500,2773748046
5504,3266276932
5508,1062594023
5512,471352837
5516,2506740368
5520,1477344258
5524,4084608864
5528,888720293
5532,426667472
5536,3257129149
5540,2254696361
5544,3447243139
5548,2178151944
5552,2450350179
5556,1667102268
5560,4013046268
5564,2246550812
5568,3621315015
5572,737849761
5576,1270286810
5580,2173199539
5584,3277587614
5588,2360581608
5592,983799914
5596,656950776
5600,3312016470
5604,866854991
5608,4211033511
5612,3205180465
5616,3947618040
5620,1820536072
5624,1278637586
5628,1181229694
5632,3724145701
5636,2003892664
5640,1886588433
5644,2723207086
5648,2465879890
5652,1767146947
5656,114208774
5660,3839206093
5664,2907926212
5668,4207508288
5672,3789878293
5676,2601184191
5680,4180257879
5684,3231103935
5688,2030358167
5692,1720332534
5696,271374214
5700,3686987344
5704,3968947533
5708,2270336297
5712,3312862782
5716,2321949681
5720,3192945882
5724,3783704716
5728,1429194305
5732,4090128879
5736,3579244112
5740,3804384676
5744,113397649
5748,3355818631
5752,2955478911
5756,214332805
5760,298757592
5764,3928824503
5768,1340247284
5772,1589750846
5776,2596273932
5780,3862355096
5784,132959100
5788,1728208885
5792,1154054058
5796,3668010446
5800,948179151
5804,1380314683
5808,3263289784
5812,2376693843
5816,862633110
5820,3305297159
5824,3954525523
5828,781887593
5832,3222161359
5836,3025394372
5840,3173907167
5844,1602546494
5848,2865063132
5852,1220876239
5856,2499637821
5860,2605930632
5864,1233785604
5868,541653008
5872,3225234864
5876,1979571685
5880,3069239034
5884,1149223732
5888,1650166205
5892,1916201938
5896,2830942156
5900,2053542608
5904,3561321590
5908,578033572
5912,2134642585
5916,1328430701
5920,2710427818
5924,809467717
5928,1755035546
5932,2339666409
5936,2884550294
5940,3216313241
5944,732821723
5948,129919843
5952,1803010721
5956,907169078
5960,878729767
5964,3185407459
5968,450677016
5972,2312973881
5976,999341588
5980,1284088374
5984,3198973570
5988,1092329531
5992,3580396471
5996,1702508463
6000,2689673874
6004,2761392629
6008,2700820210
6012,1828139898
6016,1172616863
6020,1145146704
6024,532360114
6028,1443360843
6032,1567230488
6036,2607128369
6040,411791068
6044,2815454135
6048,2585600703
6052,2146658236
6056,3830908992
6060,1516906666
6064,1837592427
6068,1633816964
6072,1555921321
6076,2327315154
6080,2542547526
6084,2380618200
6088,834174763
6092,3526419988
6096,2496365600
6100,2665493048
6104,2396594480
6108,391047194
6112,1989743164
6116,2564452603
6120,1481943260
6124,3992230066
6128,2453672260
6132,1221772766
6136,1169020495
6140,1013029786
6144,260266788
6148,2474616988
6152,1300509277
6156,2441157227
6160,3012186371
6164,2332484728
6168,1811127034
6172,3463541923
6176,214052938
6180,2209402401
6184,196975690
6188,1458985978
6192,1308623575
6196,2181071848
6200,2238631625
6204,2477528813
6208,3927861262
6212,1993972531
6216,1016270431
6220,3258314225
6224,3918137319
6228,634691860
6232,2815784678
6236,3869071976
6240,1747976368
6244,508618488
6248,3893355896
6252,4017612192
6256,2211386756
6260,1780743695
6264,784942448
6268,2444095967
6272,1368409936
6276,2635748641
6280,3148881086
6284,2185051909
6288,4267890420
6292,2350713933
6296,1446392057
6300,710292945
6304,6040001
6308,765289891
6312,2664144994
6316,982832766
6320,1347605588
6324,3983093193
6328,2690330888
6332,730075790
6336,2953824108
6340,2943050645
6344,3859692356
6348,3067265250
6352,3456004550
6356,2017985895
6360,2943999935
6364,1197086450
6368,1471234581
6372,1981873983
6376,1082073211
6380,1656082003
6384,293205327
6388,1323092281
6392,584325512
6396,2451863300
6400,2469397531
6404,4066380727
6408,1248780464
6412,1037277172
6416,1134514293
6420,1421552189
6424,1648442185
6428,621424054
6432,2612986229
6436,2903140296
6440,352952527
6444,3716037067
6448,1745249640
6452,3802271243
6456,2674477743
6460,4024249935
6464,3843476391
6468,274372608
6472,2441919397
6476,2240687721
6480,3996667356
6484,1943830956
6488,2428670898
6492,1465852163
6496,2216742125
6500,2148676061
6504,2156835618
6508,3540958284
6512,6837960
6516,2606802219
6520,513289179
6524,3251442776
6528,39292009
6532,334221770
6536,1113222356
6540,311995907
6544,2771668637
6548,1927678650
6552,1235916176
6556,4012583956
6560,508265690
6564,2336837482
6568,1089265326
6572,3128207742
6576,2192324889
6580,400148221
6584,1712156391
6588,3726819631
6592,3561231957
6596,3597009852
6600,2181314942
6604,123883570
6608,794202221
6612,3451612867
6616,4167951829
6620,1692997999
6624,2687300280
6628,879278887
6632,1211398314
6636,3050534210
6640,2799550841
6644,3406963222
6648,2035349568
6652,1239074306
6656,410369244
6660,185912329
6664,1671460440
6668,2237291330
6672,4030594799
6676,890311569
6680,1705873367
6684,2834578805
6688,569028395
6692,2799190442
6696,3767451521
6700,4179018262
6704,2154916705
6708,1338944875
6712,223351150
6716,1364923205
6720,3128744182
6724,875083109
6728,1059365801
6732,4259087449
6736,2925210894
6740,509633690
6744,1656402561
6748,1061871
6752,2132668040
6756,660795864
6760,2310911595
6764,2293361395
6768,1695244721
6772,3866432144
6776,1094607519
6780,2734708830
6784,1599747622
6788,2535887392
6792,4256649986
6796,916305703
6800,2018161788
6804,3287206631
6808,1614267854
6812,2267014132
6816,4043623864
6820,2294531535
6824,3289733563
6828,4042707067
6832,2866166085
6836,2046903264
6840,3981098946
6844,1643251335
6848,2539936511
6852,688364618
6856,2361153339
6860,2438507889
6864,870392647
6868,2915165951
6872,674390039
6876,2423686746
6880,3573787810
6884,538588790
6888,756451745
6892,2455349896
6896,1099069028
6900,3851601574
6904,1801722347
6908,4149725367
6912,4107696499
6916,3329003798
6920,2682786399
6924,2116780884
6928,1021417307
6932,3247124163
6936,3846855640
6940,2500295862
6944,1863770798
6948,1605679668
6952,3217421934
6956,1467399124
6960,3346349620
6964,462183502
6968,2917314379
6972,2794827579
6976,3938792051
6980,1749634539
6984,2316548857
6988,2897250476
6992,2073573784
6996,1547507664
7000,2243717471
7004,2938380979
7008,2576433708
7012,2553084094
7016,1803253412
7020,2420365941
7024,4057071877
7028,626189679
7032,3563477408
7036,2592469603
7040,1931534720
7044,2837473118
7048,1933632088
7052,2027451696
7056,616395102
7060,873323445
7064,2585494550
7068,1929744995
7072,1481302495
7076,1393474743
7080,68940208
7084,3426683608
7088,3359702242
7092,4059678694
7096,1615593234
7100,2269992687
7104,504004687
7108,1573350683
7112,1693838471
7116,3971876977
7120,1609283553
7124,4056878295
7128,2316275936
7132,3223930881
7136,2825042473
7140,916199019
7144,3627090262
7148,1364241598
7152,2970385126
7156,1753506146
7160,3328097058
7164,4270363701
7168,2730248325
7172,2670436457
7176,1296974154
7180,3608106389
7184,1733208668
7188,3632267949
7192,3788816075
7196,3993903909
7200,1414245479
7204,3167978488
7208,754620705
7212,2648859000
7216,3085030064
7220,3891290926
7224,3324863654
7228,2234247126
7232,2991895451
7236,20514167
7240,1490813179
7244,4039543929
7248,4064006543
7252,684161707
7256,468625740
7260,52614519
7264,437944854
7268,3185507117
7272,3650876858
7276,2261501855
7280,3929948683
7284,2159626622
7288,423758941
7292,1857842560
7296,165087239
7300,2786280067
7304,1295670160
7308,2961352490
7312,1134259264
7316,1323600501
7320,4133176381
7324,1478816971
