index,name,keys,id,type,size
391,Срок действия,#CI[,3878735917,538809946,472889453
392,дней,"*X""",351373639,1981072125,1643267590
393,Дневной лимит,&8sw,1013993620,3081497000,4010459917
396,Лимит,ez|-C,1795130780,623060601,1808991246
397,Ост.,ce7,700003236,2596808749,547229003
398,СЛУЧАЙНЫЙ ВЫБОР,M+@.(I|w!+&,1650814117,774917853,4213500731
399,Случайно получите еще одного героя,WS$,2196137856,1738143596,2390316153
401,ОТКРЫТЬ,L+n,4033161751,2806384995,2863708262
403,В ящике с сокровищами,"B&,",3825375249,2903785665,3508378881
404,Конвертировать по имеющимся королевским сундукам,\F op,1335256951,3571334226,538964937
406,Товар недоступен для продажи или был удален,"y""o",2368552680,363476889,2796457817
407,Сначала разблокируйте соответствующие привилегии,.%=7bp,482880770,3331464769,1595789107
413,Превышен лимит покупки,bhm|MD n,1083461852,3429760079,2426152564
414,Покупка не удалась,:CPf,4185779096,679686805,2416583059
423,Установка не удалась,"}7W""Be",2006192411,3381847296,327115466
424,Купить что-нибудь в магазине?,PVEt,2252198883,3957867809,1305829024
426,Получение,"}L""",2236102855,1251031404,938883189
430,"Запрос не удался. Пожалуйста, перезапустите",>$@g,1731612892,303297280,2701648544
433,ЭНЕРГИЯ,>/5,980485847,583782124,3352677771
435,РАНЕНЫЙ,l~s*,2004551197,1377547359,2060567188
438,"Сервер на обслуживании. Пожалуйста, повторите попытку позже.",C+I,2266890522,1248236180,3011628814
442,"Обнаружена новая версия. Пожалуйста, обновите сначала.",wQ},2468319731,2091683595,1697269199
443,"Запрос сервера не выполнен. Пожалуйста, повторите попытку позже.",woJ|9/l,4240475855,959772139,2845386641
444,"Ошибка входа. Пожалуйста, попробуйте еще раз.",ucJ,2396146170,3874667482,578307563
445,Ошибка запроса информации!,l!4,2107326407,4072446548,1158279916
446,"Демо - тестирование завершено. Пожалуйста, играйте в официальную версию.",H\4,3523887572,2786532451,4170189715
447,Вы заняли номер,=U~,919520408,101311592,3876354276
448,в последнем матче.,",U_",4152272698,3765413270,3741332726
449,набрав,"oB,|f:S",4213950873,2233996010,2772457848
451,баллов,3lS|d/<,3772003398,439262593,2604097696
452,Командный бонус:,]JxK,1861013893,1296571735,2964910796
459,Бонус за серию побед:,g*e},2037932239,231291057,1605604171
461,"Прошлый сезон закончился. Перезапустите игру, чтобы войти снова.",~q#>,200195156,2356557183,783808171
463,"Недостаточно золота для битвы. Пожалуйста, сначала возьми!","cHV,x=",739779878,2566261285,1325689092
464,"Сопоставление не удалось! Пожалуйста, повторите попытку позже.",OUX,3332711874,2820483750,612644787
465,"Сопоставление на сервере, пожалуйста, подождите...",S6~|-Zx6Q,997845226,2522284063,1189344547
469,"Не удалось выполнить соответствующий запрос на отмену! Пожалуйста, перезапустите игру и повторите попытку позже.",*CL,2955184592,2062755638,2429125298
471,Сопоставление отменено!,NdX,1555351898,3323696879,2783076103
473,Подходящего боевого сервера не найдено. Пожалуйста обновите до последней версии!!!,`@}D*|<`L,1439217182,3543208872,3048446577
475,"Сопоставление не удалось! Пожалуйста, перезапустите игру и повторите попытку позже.",v;7,486300388,3619487715,4000033239
476,Соответствующий успех!!!,Jou,177933561,2433038443,2407886952
477,Создавать команды можно только в Лобби!!!,FjE,2112207587,3592963733,2847013069
479,Уже в команде. Невозможно создать!!!,<0D=,1500588972,1704514794,2527533793
480,Невозможно создать команду во время сопоставления.,bqVj,1198750761,3464277828,2079143291
481,Не удалось создать команду,KSk,2917450240,1590480174,1051158144
482,Команда,vl_~|KTA%-,285311892,927140860,250761877
483,создана,>Qc|,3263263916,3928582910,3285421366
485,Не все участники завершили свои сражения. Невозможно начать сопоставление!,Z:3,2932298149,259610528,209827233
486,Ошибка статуса команды!,P-xv,1556148510,3894720747,1344180524
488,Сопоставление отменено...,}t@a,3037115022,1926299941,531094867
489,Команда расформирована!!!,;.UK,3892983272,815642753,2297593748
490,"Ошибка ввода информации о команде. Пожалуйста, введите правильный идентификатор команды.","e,o",1684665798,1299841232,2412613687
496,"Уже в команде. Пожалуйста, покиньте текущую команду, прежде чем присоединяться к новой.",5he,3479196152,321130136,2115966783
497,"Соответствует, не может влиться в команду!!!",ACR,3884432267,2069607053,2876444646
498,"Команда, которую вы просили присоединиться, не существует!!!",vOBX,1867701455,3496285300,3753530439
499,"Команда, к которой вы обратились, заполнена!!!",g{',3067507089,635194330,1522759132
503,Ваша версия игры несовместима с этой командой!!!,]}dJ,530515586,396964549,1496611270
504,Команда уже в бою!!!,4y6|2\>?,1755756723,337490141,3097166955
505,Не удалось присоединиться к команде,C:[,2934850364,564545742,696188325
507,Присоединился к команде,>_G|efr|Xlo,15717222,3611680343,2651818507
509,присоединился к команде,yE7,339768186,2422944461,1762157541
510,В данный момент не в сети,FJF|sg],1431143266,1466802902,3196122276
511,Не удалось покинуть команду,'xj,1920842493,3883357624,4092331358
512,Покинул команду,Krr|.47,3859789930,4285346564,2727834828
513,покинул команду,"bG,|w3!",1124143482,2511529972,793856815
516,Не удалось удалить участника,%!aQ,969114128,3405174955,3956583210
518,Удален участник,qd=,3268236148,953406308,1217212714
519,Вас исключили из команды!,"""~w",2500869331,1588055996,1786177753
520,исключен из команды!,Q_Z|5$I,1421334140,3502742028,3596417756
523,Слишком много запросов!,5[H|,2538688218,531989309,3963712202
531,"Пожалуйста, не вводите специальные символы!",UF],4157842404,4232054433,1836869443
535,На данный момент у вас нет команды.,pzX|d#}VE,3958311606,2090869902,1931858745
538,Не удалось получить награды Руководства по Сезону,A?v|,740361416,1209914536,2232396004
541,Покупка Премиум Руководства по Сезону не удалась!,[$),2709885148,2002224379,3846009590
542,Превышен максимальный уровень использования или еще не время использовать!,FE]|X&`,341971790,4241392112,882207393
544,Не удалось использовать предмет!,d1p{G<^,3257344059,1452659736,3139782748
546,Очки опыта увеличены!,=ZS|?\N,835019077,941196084,1393891388
547,"Текущий матч не будет рассчитан, в том числе по использованным предметам или полученным очкам. Выход не влечет за собой никаких штрафов.", Uw},3025858504,2541533911,583216532
549,Был онлайн на,k.z,943338655,1421335064,389930330
551,и в общей сложности набрал,]:*z,1852495232,2841380658,1656137616
553,баллов.,"h\""%>",2703600136,677257956,3066477696
556,Обмен не удался. Нет доступных королевских сундуков!,^0j6,2093503332,3200720390,925524170
558,"Открытие Королевского сундука не удалось. Пожалуйста, попробуйте еще раз!",q^1|qrk,393126788,427071377,3653935655
562,Запрос таблицы лидеров не удался,eJV=|.L0T4/s,2542103119,907799627,897993096
569,Награды за этот подарочный код уже получены!,PG@,131381123,232079419,426553440
572,Неправильный подарочный код или он уже получен.,"""nk<<&",1905104627,180388933,3339518143
574,Не удалось получить награды за квест для новичков!,@T4,592869829,1241635578,4161357991
575,В вашу учетную запись вошли на другом клиенте,M3i,231573704,3012004031,3418101431
576,"Не удалось присоединиться к матчу. Возможно, битва закончилась. Пожалуйста, перезапустите.",eT(,2775410025,2596242170,1048047630
577,Вы не в бою.,S^h|H~>|N&b,3504884436,3014645625,224640145
580,"Переброс героя не удался. Пожалуйста, попробуйте еще раз!","5Gs|q""\~",3687502888,1374483371,2629283824
583,"Переброс сокровищ не удался. Пожалуйста, попробуйте еще раз!",K15,1798847165,2379706852,2260177464
584,Необходимо получить его после разблокировки Руководства по Сезону.,L\'a1',767164786,1371590853,1061773338
585,"Пожалуйста, не покупайте повторно!",">*EO\|""B1",3015868850,3072829099,408913582
587,Недостаточно премиум-пропуска!,.l?x,2889196673,2965238997,3266260565
592,Соответствующий успех! Подключение к серверу...,my:,1021636071,3369545498,3028537519
593,Только лидер может начать поиск матча!,Z(7,4001451451,33191256,1271628852
595,Только лидер может отменить поиск матча!,ZQ@bk],546867148,2017846337,2673071979
596,Ошибка статуса открытия,f>A,2168854424,2520324011,4287125441
599,"Пожалуйста, повторите попытку позже!",nDa,2425668627,4079292248,2625713420
601,"В матче, невозможно войти в руководство.",SQS,1855215143,1859389970,4033695626
603,"В команде, не можем войти в руководство.",+xmB,325686029,1986198897,1037209709
604,"Бой, не могу войти в руководство.","v8M,2Y",1412043349,2679049874,1076818919
610,Уровень вознаграждения еще не достигнут!,tC^|?vR,2349172373,1179401657,3249474885
611,"Пожалуйста, сначала заберите награды.",BbK,741485246,61589191,1342494288
615,Использовать,CZYW,2593258205,3208222217,1716049344
616,Карту очков Пути Славы,IW#B,514177609,3678417301,1927758172
620,чтобы получить,~~8,2785523283,3293590131,759051493
621,очков Пути Славы?,y)?|e[a,284887131,4050179400,4268632122
622,Хотите ли вы использовать один,9Tl<*_|P/g,2425049218,4197002333,3825695193
624,премиум-пасс,wT=7O,3532115047,1183299875,2069996847
625,для премиум-канала наград Руководства по Сезону?,/\\+H,2522355511,42646556,3971193996
629,Имя не может быть пустым!,6$!,1740580998,2631491608,3025314735
630,"Имя слишком короткое. Пожалуйста, попробуйте еще раз!",7tM|Q{FpN,4016250756,17777083,1612722684
632,"Имя слишком длинное. Пожалуйста, попробуйте еще раз!",IR},383671249,432476751,2727494207
633,"Ошибка имени. Пожалуйста, не вводите специальные символы!",yl|,1355744306,1318169245,635720643
635,"Сундуки с коллекциями автоматически открываются при их приобретении, и полученные предметы можно просмотреть в разделе Коллекция.",pfC,2636262625,4082584570,847610015
636,Вероятность открытия одного сундука:,zapLN,1973034613,3268171408,1612770833
642,При получении уже имеющегося предмета коллекции он будет конвертирован в,XFQ,3082870080,4227648367,3165369101
643,в зависимости от его редкости,M>K1,3828408753,4063279337,3218559270
644,можно использовать для обмена предметов в системе коллекций,\kX|T_%7$,2575393617,1055375624,2215831996
647,Конкретный коэффициент конверсии:,vT`|/xs,1481297028,2487747619,364881173
650,Каждые,"_n;|k~i,6",1713411961,999911738,1702774912
651,розыгрышей гарантируют один,|gW|pT!)>,332186536,3681487927,1774461283
655,Хотите ли вы разблокировать Премиум-пасс и перейти в Руководство по Сезону?,cf9,2168094959,95953397,492691814
661,Премиум-пропуск разблокирован,c%Mz,309361835,2091149903,3241179065
663,Эффект звезды ветки:,J_G,2899945736,3955657650,3521266177
664,Достигните уровня,v0gs|M=X,4281374911,3593016067,4165231823
667,чтобы разблокировать эту ветку.,"~}Z|]"".",1583449415,275788205,1577034635
669,ТЕКУЩИЙ УРОВЕНЬ,]}%}gC,84835929,4106588406,2648380240
670,ВЫСШИЙ УРОВЕНЬ,">kH,",3502999820,1097906892,1020879254
671,РАЗБЛОКИРОВАНО,/*++,2076495358,767588508,3862718727
674,ВЕТКА-ЩИТ,x/O,3359075111,4123884979,3871995539
676,ВЕТКА-РАНЫ,NXu,3963603206,1876920058,1579404897
677,ВЕТКА-Дух,F0C,3916080777,3276911130,310235999
678,ВЕТКА-ЯРОСТЬ,lofo,1825751663,1145530182,1787819903
680,ВЕТКА-УСКОРЕНИЕ,.7:,2519868979,778357519,4205413829
681,В собственности:,TZC,3992734590,1683405188,3077415604
683,АТК ДМГ,"Bk~|pv=""+",3004093120,3899463050,2944866467
684,АТК ЦНТ,wl|,333271406,1574145742,242075932
685,Скорость атаки,m~i,2430448668,1085490120,1618677421
686,Крит,DypR,229485792,3116583574,3863223321
687,Уворот,6Mm>,3329460496,805163648,1754835368
689,Ульта,LbJ,216492459,2418252360,784710328
697,РАНЫ,",""+",3829366675,1507989441,667789110
700,Святой урон,KB;|/hJ|:fN,206010571,1397287966,1100717027
701,СНИЖЕНИЕ ЭФФЕКТИВНОСТИ,$Y+,712561131,3160204449,1775317393
703,ДЕЙСТВИЕ ДМГ,",_h|QHZ",3240064994,1157987768,2939304413
705,ЛЕЧЕНИЕ,jRs,2749007962,1301536569,4265803498
707,НАНЕСЕНО УРОНА,COi\,1917641319,448665292,935791935
708,Базовый урон атаки,%-K6,1948617870,3662778057,1779830010
710,Количество базовых атак в секунду,\*4,2079794606,391122717,2192976999
713,Каждое очко критической атаки равно,zvR|d@AA,2113733749,37451560,677834791
715,КРИТ. По умолчанию только,-uyd|}{n*s,2663862404,675339968,2816010973
716,может вызывать критические атаки с множителем,)\8,114976388,1809795190,1319212336
718,по умолчанию,[Zu|08q,2899565658,1252764558,4002795665
720,Каждое очко уклонения соответствует,NW^|-*H,587662416,729810338,2522346428
721,уклонения. По умолчанию можно уклониться только от,zP7,3124491770,3372096384,977883444
722,"Ультимейт героя, который по умолчанию автоматически применяется, когда Энергия достигает",tb!f,499370815,513081733,598373273
724,По умолчанию герой восстанавливает определенное количество энергии каждые, n:|mFg,3031114636,259921166,1101501432
725,"с, а также восстанавливает энергию при потере",%js,4059513035,3366426854,1442219734
726,"Герой автоматически использует Ультимейт, когда Энергия полностью заряжена.",#B8,1125988818,1904716521,820257352
729,"с получает урон от яда, равный текущему количеству стаков яда, и одновременно уменьшает их.",CA8,322788145,1149512283,2184198362
730,Каждый раз при получении урона,4qx,979280432,4148578105,1023103632
731,за исключением священного урона,>~K| ^R*A,333376313,252402664,3765599314
734,каждый стак Щита уменьшает,j:-,1914231626,2969437439,3935749090
735,"урон, а количество стаков Щита также будет уменьшаться, компенсируя раны.",CIc+,3673858328,1168457832,4139145817
736,"Каждый раз, когда наносится урон",^X2,3873110801,83184603,1379779430
740,каждый стак раны увеличивает урон на,Kne,2277982594,2313384112,732748561
741,"а количество Раны будет уменьшаться, компенсируя Щит.",>%M,1024492771,3136548197,1021626877
745,Каждый заряд,)7J1w|gs~,2329875600,3261717515,3306792879
747,Заморозки,"=t.z|]""^",3642182136,2651087921,3842445190
748,снижает скорость атаки и скорость полета снаряда. Стаки заморозки будут автоматически уменьшаться каждые,+i{%|v;R,3124847925,92887354,69013523
751,с. Противодействует эффектам,9ll|.-?[||&s,2415916646,723320098,913399004
752,Ускорения,tPB,885360440,374187796,2425710914
754,От последнего истинного урона невозможно уклониться или нанести критический удар.,*{.&|fG>,4080090853,3518014831,2206849911
755,После изучения навыков ветки духов на поле боя будет вызван небольшой дух с,d9&,1187849594,2620572924,896773406
756,"дух имеет душевную связь с героем, разделяя",_uA,355413762,2292889326,2537443374
758,"полученного ущерба. Если духов несколько, они разделят ущерб коллективно.",1\e5,1225138632,4121850040,129603979
759,Потеря,"VTK^|f|,",3075906328,1725244395,1272149019
761,увеличивает ярость. При достижении,<> ,2403855373,2859804234,1773104101
764,он вызывает,*Un|8haJV,3934523718,1994582631,3310305010
767,"секундное состояние ярости, при котором каждая единица ярости увеличивает урон. Ярость сбрасывается до нуля, когда статус Ярости заканчивается.","""V\",2235447030,3799099413,3249885850
769,Снижает эффективность срабатывания эффекта. Если значение эффекта меньше,SIY,4200044533,3694513021,1612414113
770,"существует определенная вероятность того, что триггер не сработает. Если значение эффекта превышает","O""`",869621361,599617291,90417545
772,значение будет уменьшено на определенную пропорцию.,xt(,80763619,4195292986,635882998
773,Попытка нанести урон врагам отличается от фактического нанесения урона.,3]D,1469717722,679546851,2198346324
775,Восстанавливает,=O\,1380604622,980824889,3685790470
776,Акт фактического нанесения ущерба.,J9]s|_$n,2790140400,2385712023,2627388857
777,Абсолютное усиление,];D,2326280233,3257081509,2903008075
779,зеленый текст в навыке можно улучшить.,\^R,3844829590,1179030521,2657436784
781,БАЗ.АТК,S.l,634985303,1960295471,3756788827
784,УЛЬТА,XA~_,1612845349,2743223444,2982775727
786,КРИТ,j|_$,51229231,4021064902,2268614743
787,ПОДЕЛИТЬСЯ ДУХОМ,pP@,3088387153,4050824501,776494415
795,БРОНЗА,!go,3813331327,449743712,763226966
796,СЕРЕБРО,ZC_,3393844553,2165580490,104887422
799,ЗОЛОТОЙ,{x(T*,236132033,373003573,2080220382
