# ability.json.decrypted.txt

Расшифрованное представление из ability.json.bytes (структурированные записи):
index	id	type	size	name	keys
144	4098200399	3647344057	84429114	Полученные шансы:	*<u1O
147	1430615571	987051579	2787878309	Награды:	e`W
148	2411912384	3542995715	3690297036	Общий дополнительный	=5D,9)\1+
150	3778238848	124835145	186829372	Взятый:	wjvGI
154	2648667663	3211287079	1741384034	Общее использование:	`Lc{
155	3948718222	364664911	1419095289	Шансы:	kDs
157	3965678867	2347332660	3830593243	Недавние	ulz*O,|PQ
158	1422047943	105375880	936800580	Оставшиеся шансы:	FtzJ
162	3476840395	1534500443	3451976121	Оставшиеся свободные шансы:	l;'
163	3344542361	170141794	2246695472	Счастливчик	nIx
164	3556404267	1161323732	537092525	Вы выбрали	w\pz
165	1112503420	982641991	1674195525	как счастливчика	v(z
166	3549593042	451985485	38595645	того же	l*$
169	3627410926	2006171542	402017544	подряд, давая случайную	ep6
172	3266276932	1062594023	471352837	В настоящее время забанен	X`/v
174	3621315015	737849761	1270286810	Использовал	E('
175	3312016470	866854991	4211033511	Вы отключили появление	v6L~"hF
178	271374214	3686987344	3968947533	Чаша	>Fv
184	1650166205	1916201938	2830942156	заявлено!	fzvtE,m>.O
185	2710427818	809467717	1755035546	доход достиг максимума. Автоматически получено все	+ck
187	3198973570	1092329531	3580396471	Подсказка	7ze
188	1172616863	1145146704	532360114	Получено таинственное сокровище	j]1
189	2585600703	2146658236	3830908992	Таинственная	(jZko
195	1747976368	508618488	3893355896	найден:	#jpE
196	1368409936	2635748641	3148881086	Найдите	06V,5V*
200	2469397531	4066380727	1248780464	загадочного	=uP,C=*,TI;Ab
202	3843476391	274372608	2441919397	найти сокровище!	!_W
206	3561231957	3597009852	2181314942	Выбрано	2Pb
208	410369244	185912329	1671460440	Использование:	B[Z,eu=
209	569028395	2799190442	3767451521	Цена:	akq
211	2132668040	660795864	2310911595	Получите	b>A^X
214	2539936511	688364618	2361153339	раундах	`2(Z
216	4107696499	3329003798	2682786399	Нет назначенного	+~[
217	1863770798	1605679668	3217421934	Получит	vW4>u
218	3938792051	1749634539	2316548857	случайно.	=\_i
220	1931534720	2837473118	1933632088	Куплено в этом раунде:	x^q
228	165087239	2786280067	1295670160	Эффект сработал в этом раунде	N=D[
232	1534564151	2242338480	2890118782	В этом раунде:	Y07$E9PT
233	857803805	2060076029	950794641	Количество обновлений:	U?@
235	862665949	202903620	4287794666	украл	Z^l,eBg
236	2592486758	1687708791	3028381196	пользователя	.og,sPf,Hj?,][Z
237	3884908595	1381108690	3173707495	выбор	(To
238	2686783140	3938754897	2563093125	Вы сделали ставку на	Sk-
240	3488244638	50456757	1434793134	и будете получать награды каждый раз, когда они выигрывают битву!	a}?,dAq
241	3100462795	3000867588	2644575016	Назначенная ветка	Xze
244	4244156955	35998499	334152559	Вы установили	xo6
247	3806516158	855498868	4060091435	в качестве назначенной ветки!	&>+
248	2643166539	4006134697	347271362	Вы получили	pW&
252	2450108705	1397524678	229292331	УВОРОТ	P<N
253	3345340022	206516087	2732065976	Достигнут максимальный лимит раундов!	<-J,eu+
254	1193858091	2631800085	645319736	Макс	#n3%
256	3991743077	3233345536	3889298655	повысился.	OfL
257	1424718123	1691724955	2953044597	Невозможно просмотреть информацию о ветке, отличной от основной ветки других игроков.	DSJ,TnGy
258	3033487888	1210347999	1901027306	Этот игрок исключен.	~t*
260	4020436824	3123133795	49783083	УРОВЕНЬ	-z.4{gjh
262	203894305	183797452	2914050904	Еще не разблокирован	hnh
263	3138446319	902052752	295511018	Для разблокировки необходимо получить привилегию в Руководстве по Сезону.	~$\
266	3138770127	1815974005	409320468	ПРИВИЛЕГИЯ	*en
267	1659195723	2197822061	243955721	Жду других игроков	XYZ<~
268	3223997635	2163417423	2914640445	ДОЛЯ ДМГ:	<6r
270	4052702786	2177249682	2433585516	Недостаточное количество предметов. Не удалось обновить!	'|\
272	529864472	2828325257	308616796	Достигнут предел обновления!	v]:W,g3jI
275	398899400	3538460521	996706076	Выбрать ветку	\L5
277	1693826306	2760604216	834031840	Выбери игрока.	SwX
280	3107495790	3888779499	2804220846	ЯРОСТЬ	zZs|
283	3547763355	543736716	2358755152	текущий бонус к урону составляет	qMO
285	4048123889	3913296833	315378089	Начать учебное пособие для новичков?	h\~
286	3430985345	2874103198	971238039	Успешно изменено!	rZW
289	1582180403	2837784861	2795961130	Изучите навык	h]O$X
290	2136618081	1007733144	1280843674	не завершено	|g)h,,B2,7~o
293	2801444232	3932366738	1813662326	Завершено	?0lz,:%2
295	1888515305	4069444071	2921584456	Улучшите любую ветку навыков до	N&`b
296	513633725	163141140	3236859473	звезды	I'sM5
300	4003135314	3287465397	2013785869	Изучите	rEC
301	3999476727	759630803	3294692565	редкий навык	Vz"
303	3048007680	4123790328	1724790909	неполный	gP/
304	3998941115	3287195861	1191966720	Улучшите любой навык до максимума	>g&
305	1674938301	708219760	3757958175	Улучшите ветку навыков до	NzTr,WYo
308	3899183223	285159924	1069626068	звездочного	5eg
310	3234530224	2324835095	4072432222	звезд	3a&,)g&
311	3421135084	88300784	2600818595	Изучите мифический навык	Q>_
313	856052264	2836416322	3199375007	завершено	f\y
315	3471123116	899490375	2995175764	СИСТЕМА	aO4N
316	1701645994	2782557701	3219161913	Т О БОЕ	xK.D
319	2192199465	860360021	3445447946	СОВЕТЫ	DVM
320	3190898312	2383662886	1032575171	УВЕДОМЛЕНИЕ	KLH
321	3341015975	4153883476	316819074	КОМАНДА	y&.57E
322	962743604	2108590782	4219532371	МЕСТНЫЙ	_9~
323	679784682	1908444385	415435457	БОЕВОЙ	05{,gu
325	162202775	2322425637	2616934049	НЕИЗВЕСТНЫЙ	r)3
328	3584503761	2874137578	2232155963	Из-за нарушения вами принципов гармоничного общения вы будете лишены возможности говорить до	..T#
331	304186690	2093202365	4096747725	Вы находитесь в состоянии молчания. На вас пожаловались несколько пользователей!	!gg
332	319873706	1089054097	2692498495	Максимальный уровень Пути Славы должен достигнуть уровня	nH}"V
334	566033096	2238364259	2721928599	прежде чем вы сможете общаться в мире!	UrhM
335	2191658359	2754929127	2164288635	пожаловались несколько игроков поэтому его лишили возможности говорить!	@@sm8
336	3376307932	3065279625	1548697575	Вы уже сообщали о этом игроке.	40*x
337	903228424	1297147741	2143091123	Жалоба успешно отправлена. Благодарим вас за вклад в гармоничную среду общения.	`VMEZ
338	673808155	2426353794	2150446448	Вы подтверждаете жалобу:	esU-
339	3380360874	1923632245	2284798040	Жалоба на высказывание:	K{7,/9R
341	3318518351	109139422	3520225130	Мировой чат временно закрыт!	YSL)
344	3089107869	2264089224	344686225	Невозможно подключиться, проверьте настройки сети.	<a~kW
345	1857009568	1871061319	3962557430	ВХОД...	vUi
346	1308547577	2981875233	2920678834	УСПЕХ	4V#
349	3044008985	3636151935	3282104788	СООТВЕТСТВОВАТЬ	|wn,e{5\FN
351	268569126	2480461592	1636990381	ОБУЧЕНИЕ	\M6
352	2365591744	1632817351	1206218963	Обычная команда	&[ a,wZP=
354	3696823762	728278982	1500487408	Обычная	bk#},#|7
355	3089988929	3749969201	2887977598	Ошибка длины имени.	W'I*
357	2819709926	1889459190	2468174174	Имя содержит недопустимые символы.	p*0
358	585165485	404781974	2526133185	Занято	T_G
359	2871062541	912531208	1168948765	Неизвестная ошибка	DZ&h)
365	3855190962	3171507268	4041524704	Пожалуйста, настройте заново.	Fy`
366	1108126836	1981165387	1535025068	Через ежедневные награды	}B{
369	1130463104	1091272888	1689628586	Из наград Руководства по Сезону	Wxj
370	55345357	130470254	3379614128	Через подарочный код	(Y7^
371	2420226056	2518637383	2682312873	Через карту месяца	Rh1 
374	2468036430	3175081674	1320638793	Через сезонное урегулирование	=_v
375	17176929	3756620808	3014200585	Через магазин	9ug},/on,>eb
377	2995731962	3415599684	3231756198	Через коллекцию	S0P
379	3011368918	1772618964	1082880606	Награда за закрытый бета - тест	![YXK,:l.
382	1614010033	406651939	2485059	Пожалуйста, разблокируйте	6Q:
384	1236659319	345119979	943270093	ОСТАЛОСЬ ВРЕМЯ:	bKm2d
387	4187956892	687132329	27194224	КУПЛЕНО	6<D
389	3948411555	3087285244	4094863120	Получил	v~^
391	3878735917	538809946	472889453	Срок действия	#CI[
392	351373639	1981072125	1643267590	дней	*X"
393	1013993620	3081497000	4010459917	Дневной лимит	&8sw
396	1795130780	623060601	1808991246	Лимит	ez|-C
397	700003236	2596808749	547229003	Ост.	ce7
398	1650814117	774917853	4213500731	СЛУЧАЙНЫЙ ВЫБОР	M+@.(I,w!+&
399	2196137856	1738143596	2390316153	Случайно получите еще одного героя	WS$
401	4033161751	2806384995	2863708262	ОТКРЫТЬ	L+n
403	3825375249	2903785665	3508378881	В ящике с сокровищами	B&,
404	1335256951	3571334226	538964937	Конвертировать по имеющимся королевским сундукам	\F op
406	2368552680	363476889	2796457817	Товар недоступен для продажи или был удален	y"o
407	482880770	3331464769	1595789107	Сначала разблокируйте соответствующие привилегии	.%=7bp
413	1083461852	3429760079	2426152564	Превышен лимит покупки	bhm,MD n
414	4185779096	679686805	2416583059	Покупка не удалась	:CPf
423	2006192411	3381847296	327115466	Установка не удалась	}7W"Be
424	2252198883	3957867809	1305829024	Купить что-нибудь в магазине?	PVEt
426	2236102855	1251031404	938883189	Получение	}L"
430	1731612892	303297280	2701648544	Запрос не удался. Пожалуйста, перезапустите	>$@g
433	980485847	583782124	3352677771	ЭНЕРГИЯ	>/5
435	2004551197	1377547359	2060567188	РАНЕНЫЙ	l~s*
438	2266890522	1248236180	3011628814	Сервер на обслуживании. Пожалуйста, повторите попытку позже.	C+I
442	2468319731	2091683595	1697269199	Обнаружена новая версия. Пожалуйста, обновите сначала.	wQ}
443	4240475855	959772139	2845386641	Запрос сервера не выполнен. Пожалуйста, повторите попытку позже.	woJ,9/l
444	2396146170	3874667482	578307563	Ошибка входа. Пожалуйста, попробуйте еще раз.	ucJ
445	2107326407	4072446548	1158279916	Ошибка запроса информации!	l!4
446	3523887572	2786532451	4170189715	Демо - тестирование завершено. Пожалуйста, играйте в официальную версию.	H\4
447	919520408	101311592	3876354276	Вы заняли номер	=U~
448	4152272698	3765413270	3741332726	в последнем матче.	,U_
449	4213950873	2233996010	2772457848	набрав	oB,,f:S
451	3772003398	439262593	2604097696	баллов	3lS,d/<
452	1861013893	1296571735	2964910796	Командный бонус:	]JxK
459	2037932239	231291057	1605604171	Бонус за серию побед:	g*e}
461	200195156	2356557183	783808171	Прошлый сезон закончился. Перезапустите игру, чтобы войти снова.	~q#>
463	739779878	2566261285	1325689092	Недостаточно золота для битвы. Пожалуйста, сначала возьми!	cHV,x=
464	3332711874	2820483750	612644787	Сопоставление не удалось! Пожалуйста, повторите попытку позже.	OUX
465	997845226	2522284063	1189344547	Сопоставление на сервере, пожалуйста, подождите...	S6~,-Zx6Q
469	2955184592	2062755638	2429125298	Не удалось выполнить соответствующий запрос на отмену! Пожалуйста, перезапустите игру и повторите попытку позже.	*CL
471	1555351898	3323696879	2783076103	Сопоставление отменено!	NdX
473	1439217182	3543208872	3048446577	Подходящего боевого сервера не найдено. Пожалуйста обновите до последней версии!!!	`@}D*,<`L
475	486300388	3619487715	4000033239	Сопоставление не удалось! Пожалуйста, перезапустите игру и повторите попытку позже.	v;7
476	177933561	2433038443	2407886952	Соответствующий успех!!!	Jou
477	2112207587	3592963733	2847013069	Создавать команды можно только в Лобби!!!	FjE
479	1500588972	1704514794	2527533793	Уже в команде. Невозможно создать!!!	<0D=
480	1198750761	3464277828	2079143291	Невозможно создать команду во время сопоставления.	bqVj
481	2917450240	1590480174	1051158144	Не удалось создать команду	KSk
482	285311892	927140860	250761877	Команда	vl_~,KTA%-
483	3263263916	3928582910	3285421366	создана	>Qc|
485	2932298149	259610528	209827233	Не все участники завершили свои сражения. Невозможно начать сопоставление!	Z:3
486	1556148510	3894720747	1344180524	Ошибка статуса команды!	P-xv
488	3037115022	1926299941	531094867	Сопоставление отменено...	}t@a
489	3892983272	815642753	2297593748	Команда расформирована!!!	;.UK
490	1684665798	1299841232	2412613687	Ошибка ввода информации о команде. Пожалуйста, введите правильный идентификатор команды.	e,o
496	3479196152	321130136	2115966783	Уже в команде. Пожалуйста, покиньте текущую команду, прежде чем присоединяться к новой.	5he
497	3884432267	2069607053	2876444646	Соответствует, не может влиться в команду!!!	ACR
498	1867701455	3496285300	3753530439	Команда, которую вы просили присоединиться, не существует!!!	vOBX
499	3067507089	635194330	1522759132	Команда, к которой вы обратились, заполнена!!!	g{'
503	530515586	396964549	1496611270	Ваша версия игры несовместима с этой командой!!!	]}dJ
504	1755756723	337490141	3097166955	Команда уже в бою!!!	4y6,2\>?
505	2934850364	564545742	696188325	Не удалось присоединиться к команде	C:[
507	15717222	3611680343	2651818507	Присоединился к команде	>_G,efr,Xlo
509	339768186	2422944461	1762157541	присоединился к команде	yE7
510	1431143266	1466802902	3196122276	В данный момент не в сети	FJF,sg]
511	1920842493	3883357624	4092331358	Не удалось покинуть команду	'xj
512	3859789930	4285346564	2727834828	Покинул команду	Krr,.47
513	1124143482	2511529972	793856815	покинул команду	bG,,w3!
516	969114128	3405174955	3956583210	Не удалось удалить участника	%!aQ
518	3268236148	953406308	1217212714	Удален участник	qd=
519	2500869331	1588055996	1786177753	Вас исключили из команды!	"~w
520	1421334140	3502742028	3596417756	исключен из команды!	Q_Z,5$I
523	2538688218	531989309	3963712202	Слишком много запросов!	5[H|
531	4157842404	4232054433	1836869443	Пожалуйста, не вводите специальные символы!	UF]
535	3958311606	2090869902	1931858745	На данный момент у вас нет команды.	pzX,d#}VE
538	740361416	1209914536	2232396004	Не удалось получить награды Руководства по Сезону	A?v|
541	2709885148	2002224379	3846009590	Покупка Премиум Руководства по Сезону не удалась!	[$)
542	341971790	4241392112	882207393	Превышен максимальный уровень использования или еще не время использовать!	FE],X&`
544	3257344059	1452659736	3139782748	Не удалось использовать предмет!	d1p{G<^
546	835019077	941196084	1393891388	Очки опыта увеличены!	=ZS,?\N
547	3025858504	2541533911	583216532	Текущий матч не будет рассчитан, в том числе по использованным предметам или полученным очкам. Выход не влечет за собой никаких штрафов.	 Uw}
549	943338655	1421335064	389930330	Был онлайн на	k.z
551	1852495232	2841380658	1656137616	и в общей сложности набрал	]:*z
553	2703600136	677257956	3066477696	баллов.	h\"%>
556	2093503332	3200720390	925524170	Обмен не удался. Нет доступных королевских сундуков!	^0j6
558	393126788	427071377	3653935655	Открытие Королевского сундука не удалось. Пожалуйста, попробуйте еще раз!	q^1,qrk
562	2542103119	907799627	897993096	Запрос таблицы лидеров не удался	eJV=,.L0T4/s
569	131381123	232079419	426553440	Награды за этот подарочный код уже получены!	PG@
572	1905104627	180388933	3339518143	Неправильный подарочный код или он уже получен.	"nk<<&
574	592869829	1241635578	4161357991	Не удалось получить награды за квест для новичков!	@T4
575	231573704	3012004031	3418101431	В вашу учетную запись вошли на другом клиенте	M3i
576	2775410025	2596242170	1048047630	Не удалось присоединиться к матчу. Возможно, битва закончилась. Пожалуйста, перезапустите.	eT(
577	3504884436	3014645625	224640145	Вы не в бою.	S^h,H~>,N&b
580	3687502888	1374483371	2629283824	Переброс героя не удался. Пожалуйста, попробуйте еще раз!	5Gs,q"\~
583	1798847165	2379706852	2260177464	Переброс сокровищ не удался. Пожалуйста, попробуйте еще раз!	K15
584	767164786	1371590853	1061773338	Необходимо получить его после разблокировки Руководства по Сезону.	L\'a1'
585	3015868850	3072829099	408913582	Пожалуйста, не покупайте повторно!	>*EO\,"B1
587	2889196673	2965238997	3266260565	Недостаточно премиум-пропуска!	.l?x
592	1021636071	3369545498	3028537519	Соответствующий успех! Подключение к серверу...	my:
593	4001451451	33191256	1271628852	Только лидер может начать поиск матча!	Z(7
595	546867148	2017846337	2673071979	Только лидер может отменить поиск матча!	ZQ@bk]
596	2168854424	2520324011	4287125441	Ошибка статуса открытия	f>A
599	2425668627	4079292248	2625713420	Пожалуйста, повторите попытку позже!	nDa
601	1855215143	1859389970	4033695626	В матче, невозможно войти в руководство.	SQS
603	325686029	1986198897	1037209709	В команде, не можем войти в руководство.	+xmB
604	1412043349	2679049874	1076818919	Бой, не могу войти в руководство.	v8M,2Y
610	2349172373	1179401657	3249474885	Уровень вознаграждения еще не достигнут!	tC^,?vR
611	741485246	61589191	1342494288	Пожалуйста, сначала заберите награды.	BbK
615	2593258205	3208222217	1716049344	Использовать	CZYW
616	514177609	3678417301	1927758172	Карту очков Пути Славы	IW#B
620	2785523283	3293590131	759051493	чтобы получить	~~8
621	284887131	4050179400	4268632122	очков Пути Славы?	y)?,e[a
622	2425049218	4197002333	3825695193	Хотите ли вы использовать один	9Tl<*_,P/g
624	3532115047	1183299875	2069996847	премиум-пасс	wT=7O
625	2522355511	42646556	3971193996	для премиум-канала наград Руководства по Сезону?	/\\+H
629	1740580998	2631491608	3025314735	Имя не может быть пустым!	6$!
630	4016250756	17777083	1612722684	Имя слишком короткое. Пожалуйста, попробуйте еще раз!	7tM,Q{FpN
632	383671249	432476751	2727494207	Имя слишком длинное. Пожалуйста, попробуйте еще раз!	IR}
633	1355744306	1318169245	635720643	Ошибка имени. Пожалуйста, не вводите специальные символы!	yl|
635	2636262625	4082584570	847610015	Сундуки с коллекциями автоматически открываются при их приобретении, и полученные предметы можно просмотреть в разделе Коллекция.	pfC
636	1973034613	3268171408	1612770833	Вероятность открытия одного сундука:	zapLN
642	3082870080	4227648367	3165369101	При получении уже имеющегося предмета коллекции он будет конвертирован в	XFQ
643	3828408753	4063279337	3218559270	в зависимости от его редкости	M>K1
644	2575393617	1055375624	2215831996	можно использовать для обмена предметов в системе коллекций	\kX,T_%7$
647	1481297028	2487747619	364881173	Конкретный коэффициент конверсии:	vT`,/xs
650	1713411961	999911738	1702774912	Каждые	_n;,k~i,6
651	332186536	3681487927	1774461283	розыгрышей гарантируют один	|gW,pT!)>
655	2168094959	95953397	492691814	Хотите ли вы разблокировать Премиум-пасс и перейти в Руководство по Сезону?	cf9
661	309361835	2091149903	3241179065	Премиум-пропуск разблокирован	c%Mz
663	2899945736	3955657650	3521266177	Эффект звезды ветки:	J_G
664	4281374911	3593016067	4165231823	Достигните уровня	v0gs,M=X
667	1583449415	275788205	1577034635	чтобы разблокировать эту ветку.	~}Z,]".
669	84835929	4106588406	2648380240	ТЕКУЩИЙ УРОВЕНЬ	]}%}gC
670	3502999820	1097906892	1020879254	ВЫСШИЙ УРОВЕНЬ	>kH,
671	2076495358	767588508	3862718727	РАЗБЛОКИРОВАНО	/*++
674	3359075111	4123884979	3871995539	ВЕТКА-ЩИТ	x/O
676	3963603206	1876920058	1579404897	ВЕТКА-РАНЫ	NXu
677	3916080777	3276911130	310235999	ВЕТКА-Дух	F0C
678	1825751663	1145530182	1787819903	ВЕТКА-ЯРОСТЬ	lofo
680	2519868979	778357519	4205413829	ВЕТКА-УСКОРЕНИЕ	.7:
681	3992734590	1683405188	3077415604	В собственности:	TZC
683	3004093120	3899463050	2944866467	АТК ДМГ	Bk~,pv="+
684	333271406	1574145742	242075932	АТК ЦНТ	wl|
685	2430448668	1085490120	1618677421	Скорость атаки	m~i
686	229485792	3116583574	3863223321	Крит	DypR
687	3329460496	805163648	1754835368	Уворот	6Mm>
689	216492459	2418252360	784710328	Ульта	LbJ
697	3829366675	1507989441	667789110	РАНЫ	,"+
700	206010571	1397287966	1100717027	Святой урон	KB;,/hJ,:fN
701	712561131	3160204449	1775317393	СНИЖЕНИЕ ЭФФЕКТИВНОСТИ	$Y+
703	3240064994	1157987768	2939304413	ДЕЙСТВИЕ ДМГ	,_h,QHZ
705	2749007962	1301536569	4265803498	ЛЕЧЕНИЕ	jRs
707	1917641319	448665292	935791935	НАНЕСЕНО УРОНА	COi\
708	1948617870	3662778057	1779830010	Базовый урон атаки	%-K6
710	2079794606	391122717	2192976999	Количество базовых атак в секунду	\*4
713	2113733749	37451560	677834791	Каждое очко критической атаки равно	zvR,d@AA
715	2663862404	675339968	2816010973	КРИТ. По умолчанию только	-uyd,}{n*s
716	114976388	1809795190	1319212336	может вызывать критические атаки с множителем	)\8
718	2899565658	1252764558	4002795665	по умолчанию	[Zu,08q
720	587662416	729810338	2522346428	Каждое очко уклонения соответствует	NW^,-*H
721	3124491770	3372096384	977883444	уклонения. По умолчанию можно уклониться только от	zP7
722	499370815	513081733	598373273	Ультимейт героя, который по умолчанию автоматически применяется, когда Энергия достигает	tb!f
724	3031114636	259921166	1101501432	По умолчанию герой восстанавливает определенное количество энергии каждые	 n:,mFg
725	4059513035	3366426854	1442219734	с, а также восстанавливает энергию при потере	%js
726	1125988818	1904716521	820257352	Герой автоматически использует Ультимейт, когда Энергия полностью заряжена.	#B8
729	322788145	1149512283	2184198362	с получает урон от яда, равный текущему количеству стаков яда, и одновременно уменьшает их.	CA8
730	979280432	4148578105	1023103632	Каждый раз при получении урона	4qx
731	333376313	252402664	3765599314	за исключением священного урона	>~K, ^R*A
734	1914231626	2969437439	3935749090	каждый стак Щита уменьшает	j:-
735	3673858328	1168457832	4139145817	урон, а количество стаков Щита также будет уменьшаться, компенсируя раны.	CIc+
736	3873110801	83184603	1379779430	Каждый раз, когда наносится урон	^X2
740	2277982594	2313384112	732748561	каждый стак раны увеличивает урон на	Kne
741	1024492771	3136548197	1021626877	а количество Раны будет уменьшаться, компенсируя Щит.	>%M
745	2329875600	3261717515	3306792879	Каждый заряд	)7J1w,gs~
747	3642182136	2651087921	3842445190	Заморозки	=t.z,]"^
748	3124847925	92887354	69013523	снижает скорость атаки и скорость полета снаряда. Стаки заморозки будут автоматически уменьшаться каждые	+i{%,v;R
751	2415916646	723320098	913399004	с. Противодействует эффектам	9ll,.-?[,|&s
752	885360440	374187796	2425710914	Ускорения	tPB
754	4080090853	3518014831	2206849911	От последнего истинного урона невозможно уклониться или нанести критический удар.	*{.&,fG>
755	1187849594	2620572924	896773406	После изучения навыков ветки духов на поле боя будет вызван небольшой дух с	d9&
756	355413762	2292889326	2537443374	дух имеет душевную связь с героем, разделяя	_uA
758	1225138632	4121850040	129603979	полученного ущерба. Если духов несколько, они разделят ущерб коллективно.	1\e5
759	3075906328	1725244395	1272149019	Потеря	VTK^,f|,
761	2403855373	2859804234	1773104101	увеличивает ярость. При достижении	<> 
764	3934523718	1994582631	3310305010	он вызывает	*Un,8haJV
767	2235447030	3799099413	3249885850	секундное состояние ярости, при котором каждая единица ярости увеличивает урон. Ярость сбрасывается до нуля, когда статус Ярости заканчивается.	"V\
769	4200044533	3694513021	1612414113	Снижает эффективность срабатывания эффекта. Если значение эффекта меньше	SIY
770	869621361	599617291	90417545	существует определенная вероятность того, что триггер не сработает. Если значение эффекта превышает	O"`
772	80763619	4195292986	635882998	значение будет уменьшено на определенную пропорцию.	xt(
773	1469717722	679546851	2198346324	Попытка нанести урон врагам отличается от фактического нанесения урона.	3]D
775	1380604622	980824889	3685790470	Восстанавливает	=O\
776	2790140400	2385712023	2627388857	Акт фактического нанесения ущерба.	J9]s,_$n
777	2326280233	3257081509	2903008075	Абсолютное усиление	];D
779	3844829590	1179030521	2657436784	зеленый текст в навыке можно улучшить.	\^R
781	634985303	1960295471	3756788827	БАЗ.АТК	S.l
784	1612845349	2743223444	2982775727	УЛЬТА	XA~_
786	51229231	4021064902	2268614743	КРИТ	j|_$
787	3088387153	4050824501	776494415	ПОДЕЛИТЬСЯ ДУХОМ	pP@
795	3813331327	449743712	763226966	БРОНЗА	!go
796	3393844553	2165580490	104887422	СЕРЕБРО	ZC_
